perturbation,pre-adipo_signature_mean,pre-adipo_signature_std,pre-adipo_signature_median,pre-adipo_n_genes,adipo_signature_mean,adipo_signature_std,adipo_signature_median,adipo_n_genes,lipo_signature_mean,lipo_signature_std,lipo_signature_median,lipo_n_genes,thermo_signature_mean,thermo_signature_std,thermo_signature_median,thermo_n_genes,is_signature_gene,is_pre-adipo_gene,is_adipo_gene,is_lipo_gene,is_thermo_gene,gene_mean_expr,gene_std_expr,gene_cv_expr,gene_max_expr,pre-adipo_max_corr,pre-adipo_mean_corr,adipo_max_corr,adipo_mean_corr,lipo_max_corr,lipo_mean_corr,thermo_max_corr,thermo_mean_corr,euclidean,cosine,cell_count,pre_adipo,adipo,other,lipo,lipo_adipo,total_shift,cluster
MBD3,2.246732870964448,0.8515136561063895,2.4381220301895783,32,2.011859537833414,0.6817515943795858,2.1955849326828094,42,1.4165434076581145,0.9431708668975184,1.427346153547288,81,1.4207039546281854,0.9496768951692358,1.3953382937212466,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.735538561439411,0.0017388672260616,300.0,-0.0152974144594916,0.0561723598112421,-0.0408749453517504,0.0280794224639884,0.0408675289919714,0.1812916710784441,5.0
MEF2A,2.346253942626733,0.8217031545869855,2.4744545411544343,32,1.8868875798284084,0.7016774730993716,1.9944956747088418,42,1.3185988734744598,0.920942330714212,1.20901639441798,81,1.3732705921947044,0.9368148685973977,1.3876131060064352,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.438923764459395,0.0014860362920696,300.0,0.1002106069308826,-0.0454319182636241,-0.0547786886672583,-0.0093537326162254,0.0140818147062571,0.2238567611842478,1.0
MEIS2,2.3251945672061014,0.8864832925608063,2.508886528033977,32,1.9151291455845492,0.7221405860574515,2.1010070336107205,42,1.3254443409746546,0.9400554340658652,1.253925315450996,81,1.3797265152806646,0.9588811203544305,1.3782876256250571,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.515731944819826,0.0015598473701882,300.0,0.0005652168599606,-0.050106321874198,0.0495411050142374,-0.0327257506690946,-0.092145291520849,0.2250836859383397,6.0
MXD1,2.2788865955436606,0.8518451584593264,2.438760021274917,32,2.0199478645384126,0.6895515225848059,2.2124461558300634,42,1.4147186498013475,0.9582748197903971,1.451913396809867,81,1.4306252919887152,0.9631273630004438,1.468559300690064,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0460839379075435,0.0011617580294623,300.0,-0.0586384701592367,0.074694426618421,-0.0160559564591842,0.0228740829992123,0.0077792936978537,0.1800422299339081,6.0
NAB1,2.2837668091865813,0.8577944473370874,2.4657719686137787,32,1.9847436738802258,0.6774500756056615,2.1596074392181053,42,1.3911454673418613,0.9463255898316077,1.3730988747270445,81,1.4001097734320513,0.9461728744885998,1.3460694174490766,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8902312530617644,0.0010503801377671,300.0,-0.0174627711451799,0.0562052588769086,-0.0387424877317286,0.023999938321338,0.0278327696336826,0.164243225708838,1.0
NCOR2,2.3539693330107934,0.8388233263167272,2.5079284399965767,32,1.943178367579098,0.6987332788292734,2.050726435651753,42,1.361770391135544,0.9401128706909392,1.370336527405658,81,1.385527813582474,0.9484708402582922,1.3723522012798142,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5721704472337974,0.0007988562027727,300.0,0.0489166110716693,0.002540037317027,-0.0514566483886964,0.0076799583305089,0.0268749916785385,0.1374682467864403,1.0
NC,2.308255226668313,0.8514443996370673,2.483028929237711,32,1.9488927975688985,0.6977540243722178,2.0435284653407497,42,1.3611812870192352,0.9367507366682309,1.3310085561521607,81,1.39798819485882,0.9452866179559959,1.4587968678770036,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFE2L1,2.3793653501241456,0.8418224423432356,2.4606667092218273,32,1.8836622806246968,0.6974574863463686,1.9833466669038429,42,1.3017158461098013,0.9221388033014924,1.2795544775382908,81,1.3523651792426703,0.9412718487135577,1.3870618759645483,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9526109810905914,0.0019693762239038,232.0,0.0818198023331815,-0.0592772683158707,-0.0225425340173107,-0.0354770346015964,-0.0977194275297677,0.2968360667977271,2.0
NFIA,2.306827206012495,0.8258338900728361,2.4399070439512087,32,1.9548947009328865,0.6890243512913071,2.057350311813436,42,1.3840057166767248,0.9287543366496567,1.405579093257102,81,1.400792001408361,0.9374919988216868,1.4876749537161238,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.965558685098437,0.0011024703291481,300.0,0.0381023448226205,0.0045551317234258,-0.0426574765460462,0.0155102922477994,0.0544544855137105,0.1552797308536026,6.0
NFIB,2.183179556010982,0.8841398453352642,2.3823144416628264,32,2.0789734373105433,0.6832161485604699,2.2354239467592194,42,1.4556124106596322,0.9662795669743341,1.4958155584761368,81,1.4414102665522903,0.9577750784418676,1.448933927410713,81,0,0,0,0,0,0.4287184832056121,0.06527790831575721,0.15226287379176004,0.606647049515206,0.07282248390966195,-0.09456761650178638,0.3641575627813391,0.14762773845914784,0.3253601785092415,0.10478567114173667,0.3504017747739614,0.07449344788365156,4.893386220165463,0.0030286376707708,300.0,-0.0617350296928655,0.137296655022889,-0.0755616253300234,0.0645180322426639,0.0689472391368989,0.4080585814253409,5.0
NHLH1,2.3010548178143253,0.8520039194904491,2.454238763796602,32,1.9577940527175592,0.7047216244796516,2.1166017956597107,42,1.3729355098492884,0.940265701867875,1.374448525928088,81,1.4019818412038405,0.9498744607774073,1.374480171431166,81,0,0,0,0,0,0.14971602369250747,0.06851039867120462,0.4576023122692176,0.4959448228907783,0.2863693232384466,-0.4192103400575254,0.6926197263030273,0.42662965535751907,0.7113606170435052,0.380566448338262,0.702996220866492,0.173775320589414,2.6792015400817344,0.0009059003135418,300.0,-0.0061507162243336,0.0493170986227973,-0.0431663823984636,0.0140096724265688,0.0019993697879913,0.1146432394601547,6.0
NKX3-1,2.385532030132415,0.8476348363232763,2.533259348942812,32,1.8687938252811456,0.6955607034664488,1.8912920753867621,42,1.2987733513282662,0.9208361066890569,1.3374960141466603,81,1.3610151522584029,0.9374506929185826,1.358534159507232,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6517644370134,0.0016810818628277,300.0,0.0990306659279328,-0.0681725994113849,-0.0308580665165478,-0.0204022710983922,-0.0099502280173743,0.2284138309716321,2.0
NMI,2.2439994465428077,0.8757678447280499,2.426689363413508,32,2.0227424844456574,0.700358296181502,2.1993155004160787,42,1.429638892304666,0.9545077899972242,1.474136744282808,81,1.4236451813967643,0.9575228557928772,1.4711479395824694,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027130038457438,0.0020501464849401,300.0,-0.0743212282751099,0.1019974314129165,-0.0276762031378066,0.0111887710723456,-0.0459380265635841,0.2611216604617628,5.0
NPM1,2.3129742108813915,0.838084091581777,2.4588355769924837,32,1.977849607464567,0.6976231417266963,2.032929490094587,42,1.3880547109947237,0.9449114885836698,1.3691852647994602,81,1.4103646187459644,0.9510924909837718,1.3969664251685194,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.882815746961455,0.0010500332049773,300.0,0.0376535293053119,0.0392505225832002,-0.076904051888512,0.0373461428507733,0.0899059905304329,0.2810602371582304,6.0
NR3C1,2.316887601303576,0.8761817016132359,2.507981148242374,32,1.893769582277567,0.7102970299514939,1.9996165252527838,42,1.3206946670882018,0.9224911195696838,1.2768222230059894,81,1.3714223347364598,0.9409154371645825,1.3729729190018525,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2889415145664755,0.0013669137409729,300.0,0.0518884592798759,-0.0785822131588855,0.0266937538790095,-0.0140313815891764,0.0408675289919713,0.2120633368989187,1.0
NR4A2,2.3166119774167164,0.8615226187880589,2.4495058855021314,32,1.914662606616011,0.7031441708830335,1.9977067572648095,42,1.3446939647989966,0.9267945541881208,1.3222629782620656,81,1.3833902065117971,0.9420279200601109,1.3660634505969602,81,0,0,0,0,0,1.220377469733553,0.09341453293650152,0.07654560596668694,1.4557732562277168,0.5268344275193149,0.3104997920186764,0.2493776682875237,-0.3164001680433818,0.4162270575640712,-0.2738595430276132,0.5109053152932376,-0.12543460097306525,2.6706210267270536,0.0008871032051447,300.0,0.0585749191985406,-0.0146782852795079,-0.0438966339190327,-0.0055236098269948,-0.0063263485590489,0.128999796783125,1.0
NRIP1,2.3082270870888877,0.8360212300091232,2.473352017043947,32,1.9622002660076598,0.6978272156087989,2.1312254680774068,42,1.372183832030225,0.9446978609037487,1.3804384760635728,81,1.3998338472215583,0.9463490458639118,1.3637246097325286,81,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632476030990296,0.0008746685704758,300.0,0.0055911843587042,0.049533483788392,-0.0551246681470962,-0.0010621554270104,-0.0472734966490542,0.158584988370257,6.0
PBX1,2.300731665683996,0.8431064049201765,2.3944950434896386,32,1.9362719562122206,0.6863058820979184,2.042704921885974,42,1.3514107342696366,0.9277419929203564,1.2586699566682424,81,1.379458872358706,0.9459365881387621,1.439615019692283,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0755368205511275,0.001160002481808,300.0,-0.005212040597028,0.0008200753567905,0.0043919652402376,0.0185569531891972,0.070960121584564,0.0999411559678173,6.0
PBX3,2.3137824542994463,0.8256482044205967,2.4960477425618266,32,1.9927406474300506,0.6910985362847136,2.0915158830068066,42,1.3982861730396094,0.9490749359061651,1.373364798340564,81,1.417912860571207,0.952054473994585,1.3867885754039824,81,0,0,0,0,0,1.8525597624796488,0.060935856159913225,0.03289278834117685,2.045494057307513,0.25954134475242163,0.08486988269208447,0.1658949323496408,-0.02985472477675597,0.2292308882898454,-0.03304053075898561,0.27250390166514044,-0.004643392815487283,2.6042332971521525,0.0008368389965027,300.0,-0.0173124497226088,0.0626049723819621,-0.0452925226593532,0.0038214979503095,-0.0411797961109092,0.1702112388251429,6.0
PDCD11,2.3096426586898793,0.8622682189049808,2.4880788637015376,32,1.94119421675702,0.7026264637316861,2.103445562576198,42,1.3607821487528262,0.9426181780333756,1.29960148646318,81,1.3821534196267875,0.9513356307233564,1.3846547528212858,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8989564876857354,0.0010618105380978,300.0,0.0171803039005796,-0.0084622212939272,-0.0087180826066524,0.0045856613231684,0.0276376019846721,0.066583871109,6.0
PDLIM4,2.321539657106067,0.8546340074224434,2.502787803184409,32,1.945453771234096,0.7178597498068638,2.0846672450117785,42,1.345282983518818,0.9417348429648046,1.39111947063007,81,1.3784358613847858,0.9597362076857563,1.413414648311296,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8929761653014667,0.0010550902645312,300.0,-0.0096852264024506,-0.010157297051503,0.0198425234539537,-0.007459793222286,-0.0190008920606601,0.0661457321908535,6.0
PHF3,2.4010694431817785,0.849423618830624,2.544090576722277,32,1.842870615236419,0.7034022110770455,1.94173735827404,42,1.277366981406557,0.90774410690631,1.2978165771305532,81,1.3422386497297678,0.9370152103631485,1.366813318799897,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739094303724741,0.0028403753161305,300.0,0.0967474034676791,-0.1038734767051826,0.0071260732375034,-0.0180117412742341,0.0663956980060559,0.2921543926906554,2.0
PIAS4,2.333586639016099,0.8602041366213766,2.4948631061408624,32,1.94416927063896,0.7104955744979496,2.0669019913594884,42,1.3553879862064775,0.9389033686929812,1.312113014435677,81,1.39831245996697,0.945119880867513,1.4875761173872413,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6184965298271248,0.0008662881593759,300.0,0.0594698661901418,-0.0001457229774288,-0.059324143212713,-0.0144042376667305,-0.0558051328785321,0.1891491029255463,1.0
PLAGL1,2.2275209430637526,0.833452188415945,2.383098592804288,32,2.0196540871973845,0.6874574159777445,2.144494750991093,42,1.4312097264814663,0.9446400384917123,1.4440695785007895,81,1.429171910577367,0.9358986344867024,1.4219290174061028,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.848410090832619,0.0018693939702291,300.0,-0.0328647284664341,0.075264207076464,-0.0423994786100297,0.0523312284495405,0.0958093894570876,0.2986690320595562,5.0
PLIN1,2.2949071069967104,0.8786642252799454,2.4534843257493413,32,1.9372531267785524,0.7046939389629349,2.0151641660535935,42,1.3605500322710244,0.940465673969043,1.3494919674837684,81,1.3846394536776412,0.9490939170903351,1.421840908473714,81,1,0,0,0,1,1.665545672175424,0.1932400203320656,0.11602204823844083,2.3554374518748458,0.37328939391985144,-0.49940668893732826,0.8500728740761759,0.5406869510260411,0.8651765100411448,0.4628909060843307,0.8500728740761759,0.21365659454878258,3.95327035874918,0.001928530211821,300.0,0.008543940264216,0.034857583900878,-0.0434015241650939,0.021558063920571,0.0413446282286126,0.1497057404793716,1.0
POLR2B,2.240967770229327,0.8600475503184172,2.4334638089301865,32,2.0095904016055397,0.68077554059886,2.1540530291836952,42,1.4190447125725378,0.942487832915696,1.380987576227502,81,1.4167877157868982,0.9435515348759538,1.4210045621373788,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3971176868910207,0.0014422341077287,300.0,-0.0249466257735199,0.0801827186717674,-0.0552360928982476,0.0394741690418649,0.0523898753606865,0.2522294817460864,5.0
PPARA,2.266082193157034,0.8561903259585619,2.447091901166121,32,1.987192286205385,0.6935339198040787,2.146436583755772,42,1.4011736836280244,0.9440891224045652,1.4393623958045174,81,1.410529571581651,0.9478937420372526,1.3857806763583722,81,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2386746044427275,0.0013159619907058,300.0,-0.0373582198374358,0.0575675811780607,-0.0202093613406249,0.0050084405769516,-0.0337292452015769,0.1538728481346499,5.0
PPARD,2.30959348497595,0.8299207414809119,2.465277128545935,32,1.9598615756603432,0.6893921779808233,2.023223669237339,42,1.3714904104396677,0.9304311073673186,1.3314793491230543,81,1.3860121059444208,0.9388153658006789,1.3429647206843731,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.856269162204882,0.0009844879498823,300.0,0.0181593248796005,0.0373186644869585,-0.0554779893665591,0.0689290956666029,0.1993820217455946,0.3792670961453158,6.0
PWP1,2.343283630440454,0.853989029097103,2.51865402987612,32,1.9157870859068018,0.6801016267241738,2.0085104734945958,42,1.3411974524017143,0.9187998137194292,1.3324776303074015,81,1.3706053673951806,0.9446312327217442,1.3906806808243728,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.932686913494537,0.0010512733709416,300.0,0.0600926128305877,0.0220928873142787,-0.0821855001448663,-0.0027031560541445,-0.0311261418941045,0.1982002982379817,1.0
RB1,2.3464667015530027,0.8458800287131144,2.4927538120136457,32,1.907690046414197,0.7042582312451112,1.9971315135874033,42,1.3386917852350864,0.9254602480729003,1.3346213977489017,81,1.386004046130374,0.9398436239435501,1.376533896896681,81,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682844509918124,0.0009091406046781,300.0,0.0750450440169753,-0.0323875674709289,-0.0426574765460462,-0.0103571442156635,-0.0069265886550873,0.1673738209047014,1.0
RBAK,2.324301560100756,0.8083636021286339,2.4676368437581537,32,1.9441473650855545,0.681589357308217,2.0013933816021137,42,1.3968633822006893,0.9266822558687999,1.3884195594049873,81,1.4051042152279745,0.9389558382950309,1.428059212406232,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207788898659522,0.0013002589619155,300.0,0.0104825781603724,0.047908771166074,-0.0583913493264464,0.0554616497986174,0.1389635554820377,0.311207903933548,6.0
RBBP7,2.385134901075581,0.8084705256836412,2.5274353280266304,32,1.8980848773524017,0.7020283245844071,1.9878994180968528,42,1.3152794170579398,0.9413006589029003,1.3116858481489164,81,1.3669792725414311,0.9508030120724722,1.3285177869500484,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.432655992205927,0.0014852456972431,300.0,0.0876723806311884,-0.0557182679995151,-0.0319541126316731,-0.0217946556076071,-0.0329961073716649,0.2301355242416488,2.0
REXO4,2.305826260800586,0.8343148400297767,2.482710504828365,32,1.9495933164416428,0.6864794409159339,2.112504653778027,42,1.3853134900059991,0.9380126677267838,1.4179683382060748,81,1.3941564541100884,0.9455065166655202,1.4017453447266084,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6669320416563203,0.0008929295496766,300.0,0.025562719606939,0.0311792639813608,-0.0567419835882997,0.014547249031235,0.0210504558212397,0.1490816720290745,6.0
RNASEH2C,2.0574941379722067,0.8439108238873589,2.1196880193006495,32,2.259055693673864,0.6678314982656837,2.5077454382741386,42,1.6347621099617535,1.0140725514479432,1.807689461538185,81,1.521164302788048,1.0052542574163579,1.5929723687950486,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12211403597847,0.0185198020586658,300.0,-0.1887372268445374,0.3366113258485854,-0.1478740990040481,0.229774954788324,0.2328318147062572,1.135829421191752,4.0
RORA,2.3803705220466016,0.8493167731978701,2.524946484354107,32,1.8835478373789556,0.7103042239268952,1.8890654249715366,42,1.3068342022922135,0.9217515640096197,1.2911162088539752,81,1.3584510584051517,0.947551914745439,1.343693943992075,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.513513349967564,0.0015597380981683,300.0,0.1230431325097733,-0.0846936796578572,-0.0383494528519159,-0.0263410533192166,-0.0192960224098976,0.2917233407486608,1.0
RREB1,2.3527047764859716,0.8448348063077631,2.5039109687021854,32,1.9366451351914076,0.6974291180940935,2.0590351746187094,42,1.3422274721672485,0.9330480798067708,1.2772016654668703,81,1.3842477243788762,0.9438973877023454,1.389143099241943,81,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79068664280987,0.0009633990372964,300.0,0.0350448783505198,-0.0436694530865248,0.0086245747360049,-0.0024175793386086,0.044157002676182,0.1339134881878404,1.0
RUNX1,2.3076102497187145,0.8578613062563917,2.4417090659343206,32,1.9288188473332144,0.7131685256095512,1.999680273553758,42,1.3669531414852971,0.9360964994266312,1.36363130986005,81,1.3856623447120902,0.954013980835668,1.3808251182627675,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5788417860927035,0.0008357343788698,300.0,-0.0049695732492974,0.0160955182638122,-0.0111259450145148,-0.0142165499790428,-0.0679287673043248,0.1143363538109921,6.0
RXRG,2.2943042692921263,0.8494377329255233,2.484734996196232,32,1.9982193889622135,0.6821478413428594,2.107444191792146,42,1.4032824125272858,0.9513451724175787,1.4605359551189916,81,1.416315099374109,0.9449282196774339,1.4212663785719646,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3092038356950435,0.001372505010033,300.0,-0.0101342206553242,0.0642859500749338,-0.0541517294196094,0.0269203381406039,0.0293879371552368,0.1848801754457082,6.0
SMAD2,2.2230281635083564,0.8328140247485557,2.379904315130834,32,2.0559100648774677,0.6763611912592804,2.2478519446066,42,1.4738431691701919,0.9531185159032738,1.5064849117325954,81,1.436440589290972,0.9530134146864039,1.4723965662811196,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.886303496772791,0.0030170420119413,300.0,-0.0415559265799916,0.1259355513728201,-0.0843796247928284,0.0592013252863691,0.065173084547527,0.3762455125795363,5.0
SMARCA4,2.34728094957513,0.8625365480428999,2.4927954103188963,32,1.9414456980881007,0.6908942793275518,2.0208695340319,42,1.3424870293661346,0.9340573459922654,1.3428998244970778,81,1.3906842307195646,0.9475645488451135,1.4192715064218595,81,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5021919954199268,0.0007873772821623,300.0,0.0587187654390412,-0.0365741094058154,-0.0221446560332257,-0.0252045484670413,-0.0691008254384083,0.211742904783532,1.0
SOX13,2.326885162503091,0.8495216591643825,2.517463870715246,32,1.9464092104524415,0.6984633925662008,2.0673961143060655,42,1.3577557366850945,0.9342255434224566,1.3647422504246016,81,1.3919638464009996,0.9436620509142964,1.3256468744594745,81,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.037163274299308,0.0011613478780341,300.0,0.0280893948096704,-0.0011894940211999,-0.0268999007884704,-0.0026870659495587,-0.009221123490298,0.0680869790591977,6.0
SRPK1,2.391032411696906,0.8409517850356046,2.594694083555639,32,1.899506221349152,0.706927378269613,2.0063663991495586,42,1.2862605462533867,0.9142661128799343,1.3323760338796893,81,1.3859825456927395,0.95592795083619,1.451782807632728,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.641145610235977,0.0053173978236742,41.0,0.0481780866056794,-0.062431179165324,0.0142530925596447,-0.069959793222286,-0.2716324710080285,0.4664546225609628,3.0
SSB,2.316315231686947,0.8890323535726645,2.5355932441881177,32,1.920736844993037,0.7000246464190252,2.0332513377243804,42,1.3378368315533489,0.9413770134351124,1.2931890233977326,81,1.3839314534016018,0.9498343819823479,1.438115130962304,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7633455321131115,0.0009646523207582,300.0,0.0119794582346177,-0.0017391768964641,-0.0102402813381534,-0.0128773407909964,-0.0484919751402599,0.0853282324004916,1.0
SUPT5H,2.2750179453093953,0.8609336690177163,2.4949813173287017,32,1.9561633441143242,0.7084145532993177,2.102885584220398,42,1.3605779462347805,0.9489741002034984,1.334090393264276,81,1.3862082928767248,0.9616803592182653,1.2908607100434928,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.894750349187321,0.001910028742517,300.0,0.0017447770842997,-0.0085991554894387,0.0068543784051391,0.0158142653551198,0.0729053441180219,0.1059179204520194,6.0
TCEAL1,2.3963900106120875,0.8150313595805184,2.5515936424408947,32,1.8456370125713657,0.7006742634750684,1.9221986678725094,42,1.2848839515847505,0.9088524360707111,1.303439579953203,81,1.3596201214815444,0.9308722483125262,1.4181610304068784,81,0,0,0,0,0,2.30310215902472,0.06093096256085593,0.026456039876239085,2.4148274152188343,0.4958919657943274,0.30181677329068374,0.23927203312223497,-0.29000903478854234,0.34491364744424813,-0.23870899359657433,0.4382311591492435,-0.11591185602931565,4.305917947954276,0.0023441127406812,300.0,0.1212286693282554,-0.0687189760334406,-0.0525096932948148,-0.0174146372288542,0.0066283985571888,0.2665003744425539,2.0
TCERG1,2.345630737731758,0.8391370494412369,2.4810973760834365,32,1.9622538523577742,0.7011381581389124,2.059264683382111,42,1.3600067876912343,0.939622571694466,1.3483000841862218,81,1.3905594378995452,0.944248051552864,1.3957578498723249,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35655407205438,0.0006611421011024,300.0,0.0298056225072065,0.0153440658768458,-0.0451496883840525,-0.0064083913531272,-0.0387557586792614,0.1354635268004936,6.0
TCF7L2,2.355563248906305,0.8311390864530974,2.4806327373063928,32,1.884323860811362,0.7089172621358399,2.0292131657756403,42,1.3080963020228202,0.9282345144377012,1.3367002454438723,81,1.3652447527884255,0.9361718372278022,1.403509085622601,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.355588580270985,0.0013795351672797,300.0,0.0060367769404336,-0.0684413825338335,0.0624046055933997,-0.0212491915030883,-0.0140567134322709,0.1721886700030262,1.0
TCFL5,2.3161135179505203,0.8473908865175473,2.437618366797053,32,1.905444065342069,0.7083717124730277,1.9873179214215948,42,1.3242651091585027,0.9276784713062022,1.2713198760374285,81,1.3820972431990126,0.9433195080739614,1.4415697066894595,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.698169925912977,0.0009145503861154,300.0,0.0121566570272217,-0.0378999511940849,0.0257432941668631,0.0109650622690433,0.0967885816235504,0.1835535462807636,1.0
TEAD1,2.2588683174916886,0.8302099744426962,2.407982252665941,32,2.005824447071318,0.6762112691902524,2.152812406463308,42,1.4151048040406726,0.9430699088978896,1.4093228075441666,81,1.4248773451289194,0.9468308633881736,1.3928399530195457,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.674003312015554,0.0016860611111282,300.0,-0.0215953488808368,0.0719377437746257,-0.0503423948937888,0.041471522819981,0.0665599488170444,0.2519069591862767,5.0
TFAP2A,2.2819677512316017,0.8550741218389207,2.451467257214407,32,1.9589593931771805,0.6895755735861456,2.0534468012848435,42,1.3830763246168518,0.9373434246622864,1.3489267226961847,81,1.3999902242608793,0.9399310585886783,1.4893645936634683,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5253071318183298,0.0007948726445125,300.0,-0.0123458519670396,0.0062228407082078,0.0061230112588318,0.0266978400207131,0.094805885156355,0.1461954291111475,6.0
TFEB,2.3445323057875043,0.8498811983380414,2.447917515214206,32,1.9014632567093794,0.700260429608146,2.02010443634061,42,1.3281809260502835,0.9274158960910774,1.2954404232593535,81,1.377817453486545,0.9388179444763122,1.420239676821624,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8906563383505453,0.0010424836515311,300.0,0.016636095633599,0.0082503730424294,-0.0248864686760285,-0.0075073941362236,-0.036675450950722,0.0939557824390026,1.0
